corpus,bytes,arm,threads,rep,wall_s
squishy,400391411,rg,1,13,1.183722
squishy,400391411,ld,1,13,0.478030
squishy,400391411,gz,2,1,0.491960
squishy,400391411,gz2,2,1,0.466438
squishy,400391411,rg,2,1,0.703698
squishy,400391411,ld,2,1,0.451421
squishy,400391411,gz,2,2,0.465034
squishy,400391411,gz2,2,2,0.465031
squishy,400391411,rg,2,2,0.701540
squishy,400391411,ld,2,2,0.469591
squishy,400391411,gz,2,3,0.466892
squishy,400391411,gz2,2,3,0.464591
squishy,400391411,rg,2,3,0.705388
squishy,400391411,ld,2,3,0.470877
squishy,400391411,gz,2,4,0.480856
squishy,400391411,gz2,2,4,0.473532
squishy,400391411,rg,2,4,0.707392
squishy,400391411,ld,2,4,0.477689
squishy,400391411,gz,2,5,0.465284
squishy,400391411,gz2,2,5,0.474146
squishy,400391411,rg,2,5,0.709086
squishy,400391411,ld,2,5,0.468429
squishy,400391411,gz,2,6,0.471372
squishy,400391411,gz2,2,6,0.466105
squishy,400391411,rg,2,6,0.703012
squishy,400391411,ld,2,6,0.465924
squishy,400391411,gz,2,7,0.472192
squishy,400391411,gz2,2,7,0.469402
squishy,400391411,rg,2,7,0.706907
squishy,400391411,ld,2,7,0.482440
squishy,400391411,gz,2,8,0.469539
squishy,400391411,gz2,2,8,0.468253
squishy,400391411,rg,2,8,0.714814
squishy,400391411,ld,2,8,0.491722
squishy,400391411,gz,2,9,0.466717
squishy,400391411,gz2,2,9,0.464303
squishy,400391411,rg,2,9,0.709684
squishy,400391411,ld,2,9,0.455748
squishy,400391411,gz,2,10,0.468274
squishy,400391411,gz2,2,10,0.463992
squishy,400391411,rg,2,10,0.704638
squishy,400391411,ld,2,10,0.452324
squishy,400391411,gz,2,11,0.465583
squishy,400391411,gz2,2,11,0.493572
squishy,400391411,rg,2,11,0.710923
squishy,400391411,ld,2,11,0.453359
squishy,400391411,gz,2,12,0.461432
squishy,400391411,gz2,2,12,0.462381
squishy,400391411,rg,2,12,0.702346
squishy,400391411,ld,2,12,0.451333
squishy,400391411,gz,2,13,0.465240
squishy,400391411,gz2,2,13,0.464298
squishy,400391411,rg,2,13,0.700274
squishy,400391411,ld,2,13,0.454162
squishy,400391411,gz,4,1,0.244174
squishy,400391411,gz2,4,1,0.249184
squishy,400391411,rg,4,1,0.386311
squishy,400391411,ld,4,1,0.463439
squishy,400391411,gz,4,2,0.252536
squishy,400391411,gz2,4,2,0.251479
squishy,400391411,rg,4,2,0.391198
squishy,400391411,ld,4,2,0.457594
squishy,400391411,gz,4,3,0.250260
squishy,400391411,gz2,4,3,0.247210
squishy,400391411,rg,4,3,0.389297
squishy,400391411,ld,4,3,0.455249
squishy,400391411,gz,4,4,0.250723
squishy,400391411,gz2,4,4,0.248224
squishy,400391411,rg,4,4,0.390867
squishy,400391411,ld,4,4,0.454220
squishy,400391411,gz,4,5,0.250750
squishy,400391411,gz2,4,5,0.245084
squishy,400391411,rg,4,5,0.385329
squishy,400391411,ld,4,5,0.462508
squishy,400391411,gz,4,6,0.250819
squishy,400391411,gz2,4,6,0.248903
squishy,400391411,rg,4,6,0.387772
squishy,400391411,ld,4,6,0.452789
squishy,400391411,gz,4,7,0.255102
squishy,400391411,gz2,4,7,0.246428
squishy,400391411,rg,4,7,0.386414
squishy,400391411,ld,4,7,0.453758
squishy,400391411,gz,4,8,0.277160
squishy,400391411,gz2,4,8,0.247411
squishy,400391411,rg,4,8,0.389641
squishy,400391411,ld,4,8,0.459883
squishy,400391411,gz,4,9,0.251917
squishy,400391411,gz2,4,9,0.246971
squishy,400391411,rg,4,9,0.385809
squishy,400391411,ld,4,9,0.461714
squishy,400391411,gz,4,10,0.247379
squishy,400391411,gz2,4,10,0.250448
squishy,400391411,rg,4,10,0.389766
squishy,400391411,ld,4,10,0.460221
squishy,400391411,gz,4,11,0.250110
squishy,400391411,gz2,4,11,0.248151
squishy,400391411,rg,4,11,0.386352
squishy,400391411,ld,4,11,0.453509
squishy,400391411,gz,4,12,0.252692
squishy,400391411,gz2,4,12,0.252676
squishy,400391411,rg,4,12,0.391072
squishy,400391411,ld,4,12,0.450859
squishy,400391411,gz,4,13,0.243509
squishy,400391411,gz2,4,13,0.251162
squishy,400391411,rg,4,13,0.391132
squishy,400391411,ld,4,13,0.450688
squishy,400391411,gz,8,1,0.150545
squishy,400391411,gz2,8,1,0.161987
squishy,400391411,rg,8,1,0.251088
squishy,400391411,ld,8,1,0.454649
squishy,400391411,gz,8,2,0.152123
squishy,400391411,gz2,8,2,0.157507
squishy,400391411,rg,8,2,0.236644
squishy,400391411,ld,8,2,0.453126
squishy,400391411,gz,8,3,0.152217
squishy,400391411,gz2,8,3,0.151700
squishy,400391411,rg,8,3,0.238899
squishy,400391411,ld,8,3,0.451211
squishy,400391411,gz,8,4,0.150430
squishy,400391411,gz2,8,4,0.152937
squishy,400391411,rg,8,4,0.239073
squishy,400391411,ld,8,4,0.460988
squishy,400391411,gz,8,5,0.150363
squishy,400391411,gz2,8,5,0.156241
squishy,400391411,rg,8,5,0.240962
squishy,400391411,ld,8,5,0.462649
squishy,400391411,gz,8,6,0.151704
squishy,400391411,gz2,8,6,0.152970
squishy,400391411,rg,8,6,0.237573
squishy,400391411,ld,8,6,0.454480
squishy,400391411,gz,8,7,0.151728
squishy,400391411,gz2,8,7,0.155036
squishy,400391411,rg,8,7,0.243270
squishy,400391411,ld,8,7,0.453226
squishy,400391411,gz,8,8,0.151588
squishy,400391411,gz2,8,8,0.148128
squishy,400391411,rg,8,8,0.239419
squishy,400391411,ld,8,8,0.451721
squishy,400391411,gz,8,9,0.149927
squishy,400391411,gz2,8,9,0.152005
squishy,400391411,rg,8,9,0.238572
squishy,400391411,ld,8,9,0.464390
squishy,400391411,gz,8,10,0.160695
squishy,400391411,gz2,8,10,0.187330
squishy,400391411,rg,8,10,0.241411
squishy,400391411,ld,8,10,0.456253
squishy,400391411,gz,8,11,0.154966
squishy,400391411,gz2,8,11,0.161101
squishy,400391411,rg,8,11,0.249550
squishy,400391411,ld,8,11,0.455752
squishy,400391411,gz,8,12,0.153263
squishy,400391411,gz2,8,12,0.158025
squishy,400391411,rg,8,12,0.244898
squishy,400391411,ld,8,12,0.454184
squishy,400391411,gz,8,13,0.150105
squishy,400391411,gz2,8,13,0.152918
squishy,400391411,rg,8,13,0.236621
squishy,400391411,ld,8,13,0.451121
