silesia,2,RG,7,421616564
silesia,2,GZC,7,770052426
silesia,2,GZCU,7,1084564892
silesia,2,GZCW,7,1040215969
silesia,2,GZ2,7,436742277
silesia,2,RG2,7,416647885
silesia,2,GZ,8,442837655
silesia,2,RG,8,416544575
silesia,2,GZC,8,773625244
silesia,2,GZCU,8,1093314208
silesia,2,GZCW,8,1044078538
silesia,2,GZ2,8,446180044
silesia,2,RG2,8,416202756
silesia,2,GZ,9,439626646
silesia,2,RG,9,417066215
silesia,2,GZC,9,771880195
silesia,2,GZCU,9,1087348620
silesia,2,GZCW,9,1043008317
silesia,2,GZ2,9,441995285
silesia,2,RG2,9,423684922
monorepo,2,GZ,1,136529006
monorepo,2,RG,1,127746420
monorepo,2,GZC,1,141620134
monorepo,2,GZCU,1,203237660
monorepo,2,GZCW,1,199146801
monorepo,2,GZ2,1,136116226
monorepo,2,RG2,1,127897149
monorepo,2,GZ,2,137992015
monorepo,2,RG,2,128404669
monorepo,2,GZC,2,140763854
monorepo,2,GZCU,2,202390460
monorepo,2,GZCW,2,199237691
monorepo,2,GZ2,2,137668226
monorepo,2,RG2,2,129227509
monorepo,2,GZ,3,138583865
monorepo,2,RG,3,129984179
monorepo,2,GZC,3,140581734
monorepo,2,GZCU,3,203027750
monorepo,2,GZCW,3,199366941
monorepo,2,GZ2,3,137702316
monorepo,2,RG2,3,129087999
monorepo,2,GZ,4,137951865
monorepo,2,RG,4,129143099
monorepo,2,GZC,4,141086564
monorepo,2,GZCU,4,204971109
monorepo,2,GZCW,4,200464970
monorepo,2,GZ2,4,137084306
monorepo,2,RG2,4,128614239
monorepo,2,GZ,5,137965265
monorepo,2,RG,5,128360239
monorepo,2,GZC,5,141111054
monorepo,2,GZCU,5,205458029
monorepo,2,GZCW,5,198087112
monorepo,2,GZ2,5,138330985
monorepo,2,RG2,5,129467929
monorepo,2,GZ,6,137770035
monorepo,2,RG,6,128765219
monorepo,2,GZC,6,142092494
monorepo,2,GZCU,6,203207959
monorepo,2,GZCW,6,199176231
monorepo,2,GZ2,6,138305795
monorepo,2,RG2,6,127922769
monorepo,2,GZ,7,139614584
monorepo,2,RG,7,128708049
monorepo,2,GZC,7,142353824
monorepo,2,GZCU,7,204360859
monorepo,2,GZCW,7,199799351
monorepo,2,GZ2,7,137315866
monorepo,2,RG2,7,128287529
monorepo,2,GZ,8,136868886
monorepo,2,RG,8,127721430
monorepo,2,GZC,8,141249624
monorepo,2,GZCU,8,204494969
monorepo,2,GZCW,8,198147251
monorepo,2,GZ2,8,136413826
monorepo,2,RG2,8,128721489
monorepo,2,GZ,9,138008285
monorepo,2,RG,9,128091159
monorepo,2,GZC,9,141200524
monorepo,2,GZCU,9,204270169
monorepo,2,GZCW,9,198167552
monorepo,2,GZ2,9,137227986
monorepo,2,RG2,9,127187480
nasa,4,GZ,1,232539408
nasa,4,RG,1,252470530
nasa,4,GZC,1,278263600
nasa,4,GZCU,1,673241673
nasa,4,GZCW,1,453414040
nasa,4,GZ2,1,218771364
nasa,4,RG2,1,263544275
nasa,4,GZ,2,225541631
nasa,4,RG,2,245578722
nasa,4,GZC,2,278556680
nasa,4,GZCU,2,671833603
nasa,4,GZCW,2,451947780
nasa,4,GZ2,2,233196237
nasa,4,RG2,2,265426654
nasa,4,GZ,3,227493050
nasa,4,RG,3,251955080
nasa,4,GZC,3,274225542
nasa,4,GZCU,3,672013253
nasa,4,GZCW,3,450670251
nasa,4,GZ2,3,222393852
nasa,4,RG2,3,246716772
nasa,4,GZ,4,232299728
nasa,4,RG,4,265940715
nasa,4,GZC,4,274300021
nasa,4,GZCU,4,672364333
nasa,4,GZCW,4,452124780
nasa,4,GZ2,4,221648842
nasa,4,RG2,4,244250193
nasa,4,GZ,5,234123106
nasa,4,RG,5,245024153
nasa,4,GZC,5,275833421
nasa,4,GZCU,5,670982133
nasa,4,GZCW,5,451112760
nasa,4,GZ2,5,235653196
nasa,4,RG2,5,265424524
nasa,4,GZ,6,231360538
nasa,4,RG,6,268780673
nasa,4,GZC,6,275874161
nasa,4,GZCU,6,669714544
nasa,4,GZCW,6,454077670
nasa,4,GZ2,6,224386881
nasa,4,RG2,6,265682604
nasa,4,GZ,7,224050971
nasa,4,RG,7,244713153
nasa,4,GZC,7,276661860
nasa,4,GZCU,7,668839604
nasa,4,GZCW,7,451847010
nasa,4,GZ2,7,222441132
nasa,4,RG2,7,252252299
nasa,4,GZ,8,229810518
nasa,4,RG,8,245481952
nasa,4,GZC,8,277560019
nasa,4,GZCU,8,675603331
nasa,4,GZCW,8,453745050
nasa,4,GZ2,8,216776494
nasa,4,RG2,8,255938818
nasa,4,GZ,9,227461010
nasa,4,RG,9,249301111
nasa,4,GZC,9,275893410
nasa,4,GZCU,9,670390044
nasa,4,GZCW,9,453150660
nasa,4,GZ2,9,231996098
nasa,4,RG2,9,252801870
