779067932,ns,duration_time,779067932,100.00,559.017,M/sec
3866704591,,cycles,1393639049,100.00,2.775,GHz
9352870669,,instructions,1393639049,100.00,2.42,insn per cycle
1393.64,msec,task-clock,1393639049,100.00,1.789,CPUs utilized
133975175,,cache-references,1393639049,100.00,96.133,M/sec
8115251,,cache-misses,1393639049,100.00,6.06,of all cache refs
