425783053,ns,duration_time,425783053,100.00,285.101,M/sec
4162740709,,cycles,1493447704,100.00,2.787,GHz
9110558830,,instructions,1493447704,100.00,2.19,insn per cycle
1493.45,msec,task-clock,1493447704,100.00,3.508,CPUs utilized
156061558,,cache-references,1493447704,100.00,104.498,M/sec
10924499,,cache-misses,1493447704,100.00,7.00,of all cache refs
